丁,郡カ,芠代,放(),程放(),癸访(%),硉(m/s),秖(mm),跋絏
2018/9/7,蔼动カ,蔼动,28.4,25.9,78,1.6,8.5,800
2018/9/8,蔼动カ,蔼动,27.8,25.8,77,1.7,8,800
2018/9/9,蔼动カ,蔼动,28.7,25.5,77,2.7,4.5,800
2018/9/10,蔼动カ,蔼动,28,26.6,78,1.6,7,800
2018/9/11,蔼动カ,蔼动,28.9,25.2,77,1.9,5.5,800
2018/9/12,蔼动カ,蔼动,29.4,27.6,76,1.8,0,800
2018/9/13,蔼动カ,蔼动,29.2,27.2,77,2,0,800
2018/9/14,蔼动カ,蔼动,29.8,27.7,74,2,0,800
2018/9/15,蔼动カ,蔼动,29,27.4,74,1.6,3,800
2018/9/16,蔼动カ,蔼动,30.2,27.2,69,4.9,2,800
2018/9/17,蔼动カ,蔼动,29.9,26.4,72,2,1,800
2018/9/18,蔼动カ,蔼动,29.5,27.6,76,2.2,1,800
2018/9/19,蔼动カ,蔼动,29.2,26.9,75,1.9,0,800
2018/9/20,蔼动カ,蔼动,29.6,27,72,2.3,0,800
2018/9/21,蔼动カ,蔼动,29.9,27.3,70,2.1,0,800
2018/9/22,蔼动カ,蔼动,30,27.9,72,2.1,0,800
2018/9/23,蔼动カ,蔼动,29.7,27.5,75,2.1,0,800
2018/9/24,蔼动カ,蔼动,29.1,26.5,75,2,5,800
2018/9/25,蔼动カ,蔼动,28.7,26.4,74,1.7,0.8,800
2018/9/26,蔼动カ,蔼动,29.1,26.7,71,2.6,0,800
2018/9/27,蔼动カ,蔼动,29,26.4,69,2.5,0,800
2018/9/28,蔼动カ,蔼动,29,26.3,68,2.7,0,800
2018/9/29,蔼动カ,蔼动,28.1,25.2,62,4.8,0,800
2018/9/30,蔼动カ,蔼动,27.7,25.8,62,2.1,0,800
2018/10/1,蔼动カ,蔼动,27.7,26.2,70,1.7,0,800
2018/10/2,蔼动カ,蔼动,27.7,25,66,2.2,0,800
2018/10/3,蔼动カ,蔼动,27,24.1,66,1.7,0,800
2018/10/4,蔼动カ,蔼动,26.5,23.9,64,4.6,0,800
2018/10/5,蔼动カ,蔼动,26.5,24.1,62,5.1,0,800
2018/10/6,蔼动カ,蔼动,27.6,25.3,66,1.9,0,800
2018/10/7,蔼动カ,蔼动,27.7,25.4,72,1.6,0,800
2018/10/8,蔼动カ,蔼动,27.6,25,73,1.6,0,800
2018/10/9,蔼动カ,蔼动,27.7,24.6,73,1.7,0.2,800
2018/10/10,蔼动カ,蔼动,27.1,24.2,75,1.4,1,800
2018/10/11,蔼动カ,蔼动,27.1,25.1,70,2,0,800
2018/10/12,蔼动カ,蔼动,26.7,24.4,71,1.8,0,800
2018/10/13,蔼动カ,蔼动,26.6,23.7,71,2,0,800
2018/10/14,蔼动カ,蔼动,27.4,24.6,71,2,0,800
2018/10/15,蔼动カ,蔼动,27.6,25.3,74,2,0,800
2018/10/16,蔼动カ,蔼动,27.3,25.2,77,3.3,0,800
2018/10/17,蔼动カ,蔼动,26.9,24.4,74,2.3,0,800
2018/10/18,蔼动カ,蔼动,26.8,24.3,74,1.7,0,800
2018/10/19,蔼动カ,蔼动,27.2,25.4,73,2,0,800
2018/10/20,蔼动カ,蔼动,26.5,24.3,74,1.7,0,800
2018/10/21,蔼动カ,蔼动,26.6,24.7,72,1.9,0,800
2018/10/22,蔼动カ,蔼动,26.7,24.4,73,1.8,0,800
2018/10/23,蔼动カ,蔼动,27.5,25.2,69,2.1,0,800
2018/10/24,蔼动カ,蔼动,27,25.6,75,1.6,0,800
2018/10/25,蔼动カ,蔼动,27,24.6,75,1.5,0,800
2018/10/26,蔼动カ,蔼动,27.3,24.6,71,2.5,0,800
2018/10/27,蔼动カ,蔼动,26.3,23.2,65,1.9,0,800
2018/10/28,蔼动カ,蔼动,24.4,22.3,59,1.9,0,800
2018/10/29,蔼动カ,蔼动,24.8,21,53,2,0,800
2018/10/30,蔼动カ,蔼动,25.4,21.5,61,1.8,0,800
2018/10/31,蔼动カ,蔼动,24.5,23.1,73,2.4,0.5,800
2018/11/1,蔼动カ,蔼动,24.1,21.7,73,2.4,0.5,800
2018/11/2,蔼动カ,蔼动,23.9,21.6,78,1.9,1.5,800
2018/11/3,蔼动カ,蔼动,26.7,22.4,74,1.5,0,800
2018/11/4,蔼动カ,蔼动,26.3,23.7,79,1.6,0,800
2018/11/5,蔼动カ,蔼动,26.7,24.7,79,1.8,0,800
2018/11/6,蔼动カ,蔼动,26.6,23.9,76,1.7,0,800
2018/11/7,蔼动カ,蔼动,26.7,23.9,77,2,0,800
2018/11/8,蔼动カ,蔼动,27,24.5,77,2.1,0,800
2018/11/9,蔼动カ,蔼动,26.9,24.6,75,2.2,0,800
2018/11/10,蔼动カ,蔼动,26,23.7,75,2.1,0,800
2018/11/11,蔼动カ,蔼动,26.1,23.3,76,2,0,800
2018/11/12,蔼动カ,蔼动,26.3,23.7,72,1.9,0,800
2018/11/13,蔼动カ,蔼动,26.1,23.7,71,2.2,0,800
2018/11/14,蔼动カ,蔼动,25.5,23.1,72,1.8,0,800
2018/11/15,蔼动カ,蔼动,25.8,23.2,72,1.7,0,800
2018/11/16,蔼动カ,蔼动,27.1,24.4,71,1.7,0,800
2018/11/17,蔼动カ,蔼动,27.1,25.4,73,2,0,800
2018/11/18,蔼动カ,蔼动,26.6,24.5,75,1.8,0,800
2018/11/19,蔼动カ,蔼动,26.6,23.9,68,3,0,800
2018/11/20,蔼动カ,蔼动,25.5,22.9,71,1.9,0,800
2018/11/21,蔼动カ,蔼动,25.7,22.9,74,2,0,800
2018/11/22,蔼动カ,蔼动,24.9,22.3,69,3,0,800
2018/11/23,蔼动カ,蔼动,24.1,21.5,65,2.5,0,800
2018/11/24,蔼动カ,蔼动,24,20.8,69,1.9,0,800
2018/11/25,蔼动カ,蔼动,24.5,22.1,67,2.2,0,800
2018/11/26,蔼动カ,蔼动,22.9,21.9,67,2.8,0,800
2018/11/27,蔼动カ,蔼动,24.9,21.9,70,1.9,0,800
2018/11/28,蔼动カ,蔼动,24.6,22.8,74,2,0,800
2018/11/29,蔼动カ,蔼动,24.6,22.3,74,1.8,0,800
2018/11/30,蔼动カ,蔼动,24.6,22.7,74,1.9,0,800
2018/12/1,蔼动カ,蔼动,24.5,21.7,73,2.1,0,800
2018/12/2,蔼动カ,蔼动,24.2,21.2,74,2,0,800
2018/12/3,蔼动カ,蔼动,25.6,21.4,67,1.9,0,800
2018/12/4,蔼动カ,蔼动,26.6,21.4,63,2.3,0,800
2018/12/5,蔼动カ,蔼动,26.5,24.4,70,1.5,0,800
2018/12/6,蔼动カ,蔼动,26.2,23.9,76,1.7,0,800
2018/12/7,蔼动カ,蔼动,25.3,23,74,2.3,0,800
2018/12/8,蔼动カ,蔼动,23.4,20.6,69,2.4,0,800
2018/12/9,蔼动カ,蔼动,23.5,20.7,70,2.4,0,800
2018/12/10,蔼动カ,蔼动,24,20.8,72,2.2,0,800
2018/12/11,蔼动カ,蔼动,24.8,22,74,2.5,0,800
2018/12/12,蔼动カ,蔼动,22.4,20.6,69,2.3,0,800
2018/12/13,蔼动カ,蔼动,22.2,18.9,67,2.3,0,800
2018/12/14,蔼动カ,蔼动,22.7,19.6,70,2.4,0,800
2018/12/15,蔼动カ,蔼动,23,19.7,73,1.6,0,800
2018/12/16,蔼动カ,蔼动,23.8,22,75,2.3,0,800
2018/12/17,蔼动カ,蔼动,21.6,19.2,64,2.7,0,800
2018/12/18,蔼动カ,蔼动,21.9,19.1,68,1.5,0,800
2018/12/19,蔼动カ,蔼动,21.9,18.7,68,2,0,800
2018/12/20,蔼动カ,蔼动,23.3,18.7,59,1.9,0,800
2018/12/21,蔼动カ,蔼动,23.6,20,63,2.5,0,800
2018/12/22,蔼动カ,蔼动,24.4,20.4,73,1.8,0,800
2018/12/23,蔼动カ,蔼动,24.8,22.6,76,1.8,0,800
2018/12/24,蔼动カ,蔼动,23.4,20.8,72,2.5,0,800
2018/12/25,蔼动カ,蔼动,24.2,21,71,2.4,0,800
2018/12/26,蔼动カ,蔼动,24.2,21.2,76,2.9,0,800
2018/12/27,蔼动カ,蔼动,23,19.6,69,3.5,0,800
2018/12/28,蔼动カ,蔼动,20.9,18,67,2.4,0,800
2018/12/29,蔼动カ,蔼动,19.3,16,63,2.6,0,800
2018/12/30,蔼动カ,蔼动,19.9,16.3,65,2.5,0,800
2018/12/31,蔼动カ,蔼动,20.9,18.5,67,2.3,0,800
2019/1/1,蔼动カ,蔼动,21.3,19,70,1.7,0,800
2019/1/2,蔼动カ,蔼动,21.2,19.2,76,2,0,800
2019/1/3,蔼动カ,蔼动,22.5,19.1,76,2.1,0,800
2019/1/4,蔼动カ,蔼动,22.9,20.1,77,1.8,0,800
2019/1/5,蔼动カ,蔼动,24.9,21.2,75,1.4,0,800
2019/1/6,蔼动カ,蔼动,23.9,21.1,74,2.3,0,800
2019/1/7,蔼动カ,蔼动,23.1,20.6,75,2.1,0,800
2019/1/8,蔼动カ,蔼动,23.4,20.5,77,2.3,0,800
2019/1/9,蔼动カ,蔼动,23.4,20.1,74,2.4,0,800
2019/1/10,蔼动カ,蔼动,24,20.8,74,2,0,800
2019/1/11,蔼动カ,蔼动,24.8,21.8,73,1.8,0,800
2019/1/12,蔼动カ,蔼动,25.1,23,72,1.9,0,800
2019/1/13,蔼动カ,蔼动,23.5,21.3,73,2.2,0,800
2019/1/14,蔼动カ,蔼动,22.9,19.8,73,2.1,0,800
2019/1/15,蔼动カ,蔼动,22.8,20.6,75,1.9,0.4,800
2019/1/16,蔼动カ,蔼动,20.8,19.4,79,2.9,1,800
2019/1/17,蔼动カ,蔼动,19.9,17.1,75,3.4,0,800
2019/1/18,蔼动カ,蔼动,20.2,16.6,72,2.2,0,800
2019/1/19,蔼动カ,蔼动,21.9,19.8,67,2.1,0.6,800
2019/1/20,蔼动カ,蔼动,22.5,19.4,73,2.4,0.5,800
2019/1/21,蔼动カ,蔼动,19.3,17.4,74,3.3,0,800
2019/1/22,蔼动カ,蔼动,18.5,16,69,4,0,800
2019/1/23,蔼动カ,蔼动,18.7,14.6,66,2.4,0,800
2019/1/24,蔼动カ,蔼动,20.6,16.7,65,2.2,0,800
2019/1/25,蔼动カ,蔼动,21.1,18,65,2.6,0,800
2019/1/26,蔼动カ,蔼动,19.2,16.4,66,2.4,0,800
2019/1/27,蔼动カ,蔼动,19,16.1,63,2.1,0,800
2019/1/28,蔼动カ,蔼动,20.5,16.3,68,1.8,0,800
2019/1/29,蔼动カ,蔼动,21.8,18.2,62,2,0,800
2019/1/30,蔼动カ,蔼动,22.5,18,63,1.9,0,800
2019/1/31,蔼动カ,蔼动,24.2,20.1,59,2.8,0,800
2019/2/1,蔼动カ,蔼动,22.1,18.8,64,2.2,0,800
2019/2/2,蔼动カ,蔼动,22.8,20,68,1.6,0,800
2019/2/3,蔼动カ,蔼动,24.8,20.2,74,2,1.9,800
2019/2/4,蔼动カ,蔼动,24,21.4,79,1.6,6,800
2019/2/5,蔼动カ,蔼动,22.5,19.1,76,2.8,1.5,800
2019/2/6,蔼动カ,蔼动,23.2,20,74,2.2,0,800
2019/2/7,蔼动カ,蔼动,25,20.7,65,2.5,0,800
2019/2/8,蔼动カ,蔼动,23,20,72,2.4,0,800
2019/2/9,蔼动カ,蔼动,23.3,19.8,67,2.5,0,800
2019/2/10,蔼动カ,蔼动,23,19,69,2.4,0,800
2019/2/11,蔼动カ,蔼动,23.2,20.1,67,2.7,0,800
2019/2/12,蔼动カ,蔼动,23.1,19.1,69,2.4,0,800
2019/2/13,蔼动カ,蔼动,25.1,21.5,71,2.2,0,800
2019/2/14,蔼动カ,蔼动,24.6,21.5,72,2.4,0,800
2019/2/15,蔼动カ,蔼动,24.2,20.6,73,2.1,0,800
2019/2/16,蔼动カ,蔼动,24.3,21.8,70,2.2,0,800
2019/2/17,蔼动カ,蔼动,22.9,19.9,71,3.5,0,800
2019/2/18,蔼动カ,蔼动,24.5,20.3,72,2.7,0,800
2019/2/19,蔼动カ,蔼动,26.2,23,78,1.4,0,800
2019/2/20,蔼动カ,蔼动,26.2,23.4,75,1.9,0,800
2019/2/21,蔼动カ,蔼动,26,23.2,71,2.1,0,800
2019/2/22,蔼动カ,蔼动,23.8,20.6,73,3.5,0,800
2019/2/23,蔼动カ,蔼动,22.2,18.8,68,2.5,0,800
2019/2/24,蔼动カ,蔼动,22.3,20,67,2.3,0,800
2019/2/25,蔼动カ,蔼动,21.9,18.7,77,3.3,5,800
2019/2/26,蔼动カ,蔼动,22.9,19.5,74,2.4,0,800
2019/2/27,蔼动カ,蔼动,24,20.3,71,2.4,0,800
2019/2/28,蔼动カ,蔼动,25.4,22.2,67,2.9,0,800
2019/3/1,蔼动カ,蔼动,23.6,21.2,74,2.6,0,800
2019/3/2,蔼动カ,蔼动,24.3,20.3,75,1.9,0,800
2019/3/3,蔼动カ,蔼动,24.4,22.3,70,2.1,2.5,800
2019/3/4,蔼动カ,蔼动,23.4,19.7,71,2.4,0,800
2019/3/5,蔼动カ,蔼动,25.5,21.4,65,3.1,0,800
2019/3/6,蔼动カ,蔼动,23.9,21.2,75,3,1,800
2019/3/7,蔼动カ,蔼动,20.8,17.9,79,2.5,4.3,800
2019/3/8,蔼动カ,蔼动,19.9,17.4,81,2.5,0,800
2019/3/9,蔼动カ,蔼动,23.9,19.8,80,2.1,4,800
2019/3/10,蔼动カ,蔼动,22.9,20,80,2.6,21,800
2019/3/11,蔼动カ,蔼动,21.3,19.8,82,2.2,4,800
2019/3/12,蔼动カ,蔼动,22.5,18.6,70,1.8,0,800
2019/3/13,蔼动カ,蔼动,24,20.9,68,1.9,0,800
2019/3/14,蔼动カ,蔼动,24.1,21.2,67,2.5,0,800
2019/3/15,蔼动カ,蔼动,22.5,20.2,68,2.5,0,800
2019/3/16,蔼动カ,蔼动,23.6,20.9,65,1.7,0,800
2019/3/17,蔼动カ,蔼动,24.4,20.9,62,1.9,0,800
2019/3/18,蔼动カ,蔼动,25.1,21.6,68,2.3,0,800
2019/3/19,蔼动カ,蔼动,25.7,23,70,1.8,0,800
2019/3/20,蔼动カ,蔼动,26.4,22.7,76,2,0,800
2019/3/21,蔼动カ,蔼动,26.3,23.1,77,1.8,0,800
2019/3/22,蔼动カ,蔼动,26.8,24.3,70,2.6,0,800
2019/3/23,蔼动カ,蔼动,21.9,18.9,81,2.4,10.5,800
2019/3/24,蔼动カ,蔼动,21.2,18.1,79,1.5,1,800
2019/3/25,蔼动カ,蔼动,24.3,19.7,72,2.2,0,800
2019/3/26,蔼动カ,蔼动,24.6,20.9,72,2.6,0,800
2019/3/27,蔼动カ,蔼动,25.6,22.6,73,1.9,0,800
2019/3/28,蔼动カ,蔼动,26.4,24,78,1.5,0,800
2019/3/29,蔼动カ,蔼动,26.4,23.7,77,2.3,0,800
2019/3/30,蔼动カ,蔼动,25.7,23.4,73,2.4,0,800
2019/3/31,蔼动カ,蔼动,25.5,23.1,70,2.6,0,800
2019/4/1,蔼动カ,蔼动,23.8,21.3,67,2.4,0,800
2019/4/2,蔼动カ,蔼动,24.4,21,69,2.3,0,800
2019/4/3,蔼动カ,蔼动,25.9,22.7,68,3.1,0,800
2019/4/4,蔼动カ,蔼动,25.2,22.6,73,2,0,800
2019/4/5,蔼动カ,蔼动,25.6,23.9,74,3.2,0,800
2019/4/6,蔼动カ,蔼动,25.7,23.2,74,2.2,0,800
2019/4/7,蔼动カ,蔼动,26.2,23.3,75,2.5,0,800
2019/4/8,蔼动カ,蔼动,26.6,23.5,75,1.5,0,800
2019/4/9,蔼动カ,蔼动,27.6,24.1,76,2.1,0,800
2019/4/10,蔼动カ,蔼动,27.2,25.4,79,2.2,0,800
2019/4/11,蔼动カ,蔼动,27.5,24.5,73,2,0,800
2019/4/12,蔼动カ,蔼动,25.9,22.9,71,2.7,0,800
2019/4/13,蔼动カ,蔼动,26.9,24.7,69,2.2,0,800
2019/4/14,蔼动カ,蔼动,27.2,24.9,73,2.5,0,800
2019/4/15,蔼动カ,蔼动,26.1,24.4,73,2,0,800
2019/4/16,蔼动カ,蔼动,24.8,23.1,77,2.4,8.2,800
2019/4/17,蔼动カ,蔼动,25.6,22.3,75,3.2,0,800
2019/4/18,蔼动カ,蔼动,27.1,24.3,73,1.8,0,800
2019/4/19,蔼动カ,蔼动,25.9,22.6,80,2.4,49.5,800
2019/4/20,蔼动カ,蔼动,28.1,23.2,70,1.6,0,800
2019/4/21,蔼动カ,蔼动,26.4,24.9,81,1.3,13,800
2019/4/22,蔼动カ,蔼动,27.7,24.3,82,2,0,800
2019/4/23,蔼动カ,蔼动,28.4,26.6,78,2.5,0,800
2019/4/24,蔼动カ,蔼动,28,25.2,79,2.1,0,800
2019/4/25,蔼动カ,蔼动,28.4,25.2,71,2.2,0,800
2019/4/26,蔼动カ,蔼动,28.8,26,72,1.8,0,800
2019/4/27,蔼动カ,蔼动,28.1,26.8,78,1.9,0.5,800
2019/4/28,蔼动カ,蔼动,28.2,25.8,75,1.6,0,800
2019/4/29,蔼动カ,蔼动,29.1,25.7,75,2.1,0,800
2019/4/30,蔼动カ,蔼动,29.1,27.6,75,2.3,0.2,800
2019/5/1,蔼动カ,蔼动,26,23.9,85,1.5,59,800
2019/5/2,蔼动カ,蔼动,25.4,22.2,79,2.2,2,800
2019/5/3,蔼动カ,蔼动,25.4,22.7,76,1.5,0,800
2019/5/4,蔼动カ,蔼动,24.9,23,79,1.5,1.5,800
2019/5/5,蔼动カ,蔼动,25.3,23,78,1.2,1.5,800
2019/5/6,蔼动カ,蔼动,23.6,22.7,90,1.5,60,800
2019/5/7,蔼动カ,蔼动,24.4,23,87,1.3,1,800
2019/5/8,蔼动カ,蔼动,25.3,22.8,81,1.4,0,800
2019/5/9,蔼动カ,蔼动,26.9,24.4,77,1.6,0,800
2019/5/10,蔼动カ,蔼动,27.4,24.8,78,1.7,2,800
2019/5/11,蔼动カ,蔼动,28,25.3,77,1.8,0,800
2019/5/12,蔼动カ,蔼动,28.2,25.9,76,1.6,0,800
2019/5/13,蔼动カ,蔼动,29,26,71,2,0,800
2019/5/14,蔼动カ,蔼动,29.3,26.6,75,2,0,800
2019/5/15,蔼动カ,蔼动,28.7,27.5,83,1.4,0.3,800
2019/5/16,蔼动カ,蔼动,29.8,27.3,78,2.6,0,800
2019/5/17,蔼动カ,蔼动,29.7,27.6,77,2.1,0.1,800
2019/5/18,蔼动カ,蔼动,29.9,28.5,82,2,0,800
2019/5/19,蔼动カ,蔼动,30,28.4,83,1.8,10.8,800
2019/5/20,蔼动カ,蔼动,28,23.3,84,2.1,63.5,800
2019/5/21,蔼动カ,蔼动,26.4,25.4,83,1.5,0.5,800
2019/5/22,蔼动カ,蔼动,26.7,23.3,77,1.5,0.5,800
2019/5/23,蔼动カ,蔼动,27.1,24.3,80,1.7,0.5,800
2019/5/24,蔼动カ,蔼动,27.2,25.1,79,1.7,0,800
2019/5/25,蔼动カ,蔼动,28,25,75,1.9,0,800
2019/5/26,蔼动カ,蔼动,29.1,25.6,72,2.1,0,800
2019/5/27,蔼动カ,蔼动,28.6,26.9,79,1.8,3,800
2019/5/28,蔼动カ,蔼动,29.1,26.6,78,1.6,0.7,800
2019/5/29,蔼动カ,蔼动,28.4,27,79,1.5,1,800
2019/5/30,蔼动カ,蔼动,28.6,26.1,75,1.8,0,800
2019/5/31,蔼动カ,蔼动,29,26.5,77,1.5,0,800
2019/6/1,蔼动カ,蔼动,29.1,25.7,78,1.5,21.5,800
2019/6/2,蔼动カ,蔼动,29.8,27.1,76,1.8,2,800
2019/6/3,蔼动カ,蔼动,30.2,27.4,74,1.8,0,800
2019/6/4,蔼动カ,蔼动,28.1,25.2,78,1.2,26,800
2019/6/5,蔼动カ,蔼动,29.4,26,77,1.4,0,800
2019/6/6,蔼动カ,蔼动,30.8,28.4,78,3.1,0,800
2019/6/7,蔼动カ,蔼动,30.7,29.1,79,2.4,0,800
2019/6/8,蔼动カ,蔼动,30.3,27.6,76,2.2,0,800
2019/6/9,蔼动カ,蔼动,30.3,27.4,74,1.5,2,800
2019/6/10,蔼动カ,蔼动,28.7,24.7,80,1.7,45.5,800
2019/6/11,蔼动カ,蔼动,28,25.5,86,1.7,66.5,800
2019/6/12,蔼动カ,蔼动,27.9,24.4,87,1,56,800
2019/6/13,蔼动カ,蔼动,29.2,26.1,85,1.4,5,800
2019/6/14,蔼动カ,蔼动,28.1,25.6,89,1.6,45,800
2019/6/15,蔼动カ,蔼动,29.1,26.9,78,1.5,0,800
2019/6/16,蔼动カ,蔼动,29.3,27.4,74,1.8,0,800
2019/6/17,蔼动カ,蔼动,30.1,27.4,77,2.5,0,800
2019/6/18,蔼动カ,蔼动,31,28.8,75,1.6,0,800
2019/6/19,蔼动カ,蔼动,30.7,28.1,76,2.2,0,800
2019/6/20,蔼动カ,蔼动,30.8,28.9,77,2.5,0,800
2019/6/21,蔼动カ,蔼动,30.8,28,76,2.3,0,800
2019/6/22,蔼动カ,蔼动,31,28.4,73,1.9,0,800
2019/6/23,蔼动カ,蔼动,28.9,25.7,80,1.6,28,800
2019/6/24,蔼动カ,蔼动,29.2,27,77,0.9,0.5,800
2019/6/25,蔼动カ,蔼动,28.1,25,82,1.6,18,800
2019/6/26,蔼动カ,蔼动,27,25.1,86,1.3,17.5,800
2019/6/27,蔼动カ,蔼动,28,25.6,85,1.3,17,800
2019/6/28,蔼动カ,蔼动,30,26.6,81,2,2.5,800
2019/6/29,蔼动カ,蔼动,30.3,27.9,81,1.7,1,800
2019/6/30,蔼动カ,蔼动,30.4,27.4,79,3.2,3.5,800
2019/7/1,蔼动カ,蔼动,30.3,28.1,80,2.6,23,800
2019/7/2,蔼动カ,蔼动,27.8,26.3,89,3.3,50.5,800
2019/7/3,蔼动カ,蔼动,28,25.6,87,2.4,85.5,800
2019/7/4,蔼动カ,蔼动,29,25.8,82,1.1,5,800
2019/7/5,蔼动カ,蔼动,28.1,26.1,85,1.2,24.5,800
2019/7/6,蔼动カ,蔼动,29.3,25.9,81,1.3,14,800
2019/7/7,蔼动カ,蔼动,28.9,26.1,84,1.4,9.5,800
2019/7/8,蔼动カ,蔼动,27.8,26.1,87,1.5,47.5,800
2019/7/9,蔼动カ,蔼动,27.7,26.2,89,1.5,38,800
2019/7/10,蔼动カ,蔼动,29.7,25.9,83,2.9,7.5,800
2019/7/11,蔼动カ,蔼动,26.7,25.4,89,1.7,40,800
2019/7/12,蔼动カ,蔼动,29.6,25.8,81,1.7,0,800
2019/7/13,蔼动カ,蔼动,30.2,27.8,79,1.3,0.5,800
2019/7/14,蔼动カ,蔼动,30.6,27.5,75,2.2,0,800
2019/7/15,蔼动カ,蔼动,30.7,28,76,2.2,0.5,800
2019/7/16,蔼动カ,蔼动,31,29.3,76,3,0,800
2019/7/17,蔼动カ,蔼动,30.7,28.7,79,2.2,0,800
2019/7/18,蔼动カ,蔼动,30.2,28.2,80,2.3,0,800
2019/7/19,蔼动カ,蔼动,27.7,23.7,87,2.4,80,800
2019/7/20,蔼动カ,蔼动,26.2,25.1,91,1.6,36,800
2019/7/21,蔼动カ,蔼动,27.6,25,84,1.6,30.5,800
2019/7/22,蔼动カ,蔼动,28.7,26.7,79,3.1,0,800
2019/7/23,蔼动カ,蔼动,29.3,26.6,79,1.9,11.1,800
2019/7/24,蔼动カ,蔼动,29.9,26.9,77,1.7,0,800
2019/7/25,蔼动カ,蔼动,30.3,27.6,76,1.7,0,800
2019/7/26,蔼动カ,蔼动,30.5,28.2,77,1.8,0,800
2019/7/27,蔼动カ,蔼动,29,26.1,79,1.2,0,800
2019/7/28,蔼动カ,蔼动,29.7,27.3,77,2,5,800
2019/7/29,蔼动カ,蔼动,30.8,26.8,74,1.8,2.5,800
2019/7/30,蔼动カ,蔼动,30.8,28,73,2.1,0,800
2019/7/31,蔼动カ,蔼动,31.1,27.5,70,2,0,800
2019/8/1,蔼动カ,蔼动,29.4,26.4,78,1.6,1.5,800
2019/8/2,蔼动カ,蔼动,28.1,25,83,1.9,65,800
2019/8/3,蔼动カ,蔼动,29.3,25.6,79,1.9,0,800
2019/8/4,蔼动カ,蔼动,30.1,27.1,79,1.8,4.5,800
2019/8/5,蔼动カ,蔼动,29.7,27.2,82,1.4,5,800
2019/8/6,蔼动カ,蔼动,29.5,27.2,81,2.2,1.5,800
2019/8/7,蔼动カ,蔼动,29.6,27,83,1.5,3.5,800
2019/8/8,蔼动カ,蔼动,30.1,27.3,80,2.4,0,800
2019/8/9,蔼动カ,蔼动,30.4,28.7,82,5.7,0.5,800
2019/8/10,蔼动カ,蔼动,30.6,29.9,83,3.5,0,800
2019/8/11,蔼动カ,蔼动,30.6,29,82,2.6,29.8,800
2019/8/12,蔼动カ,蔼动,29.5,26.8,84,1.7,36,800
2019/8/13,蔼动カ,蔼动,27.7,25.7,87,1.9,87,800
2019/8/14,蔼动カ,蔼动,28.4,25.8,87,1.6,55.5,800
2019/8/15,蔼动カ,蔼动,29.7,27.3,84,3.2,6.9,800
